;length;word_count;has_script;has_on_event;has_alert;has_prompt;has_confirm;has_console;has_javascript;has_vbscript;has_document;has_window;has_inner_html;has_outer_html;has_iframe;has_svg;has_dangerous_js;quote_count;equals_count;sum_count;has_url_encoding;has_html_entities;has_hex_encoding;has_unicode;tag_count;attribute_count;entropy;is_inside_quotes;has_nested_tags
1375;182;29;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;3;0;0;0;0;0;4;3;4.783562281189503;1;0
1376;45;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;4;1;3.5882222456752952;0;0
1377;109;15;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;4;2;4.298251019279136;0;0
1378;110;12;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;4;2;0;0;0;0;0;4;2;3.9988116704182963;1;0
1379;350;45;1;0;1;1;1;1;0;0;0;1;1;0;1;1;1;18;9;0;0;0;0;0;11;9;4.71401480253575;1;0
1380;911;145;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;24;24;6;1;0;0;0;15;24;5.303638081835984;1;0
1381;178;29;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;3;0;0;0;0;0;4;3;4.833290134787327;1;0
1382;107;15;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;4;2;4.313705591461125;0;0
1383;36;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.218128820706467;0;0
1384;41;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;4.060935920258812;0;0
1385;39;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;3.992931143052846;0;0
1386;103;15;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;6;3;0;0;0;0;0;4;3;4.461939605772769;1;0
1387;104;13;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;4;2;0;0;0;0;0;4;2;4.435306788060891;1;0
1388;68;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;3;3;4.482190554543406;0;0
1389;35;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.243010159554855;0;0
1390;286;38;1;0;1;0;0;1;1;1;0;0;1;0;0;1;1;18;9;0;0;0;0;0;5;9;4.695832720149737;1;0
1391;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.169925001442312;0;0
1392;154;21;1;0;1;1;1;1;0;0;0;0;1;0;1;1;1;8;4;0;0;0;0;0;4;4;4.557893066757449;1;0
1393;119;16;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0;0;4;3;4.481001602938908;0;0
1394;346;54;1;0;1;1;1;1;0;1;0;1;1;0;1;0;1;13;6;0;0;1;0;0;8;6;5.201250132123005;1;0
1395;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.584962500721156;0;0
1396;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.321928094887362;0;0
1397;98;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;3;2;4.873460262978111;1;0
1398;101;13;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.406193282541221;1;0
1399;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.584962500721156;0;0
1400;46;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.292492597728954;0;0
1401;122;17;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0;0;4;3;4.527324453078941;0;0
1402;50;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.4732696895151065;0;0
1403;46;6;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;1;4.281835532605626;0;0
1404;63;6;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;2;1;4.131300758920592;0;0
1405;39;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.057855988582063;0;0
1406;37;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.17257423112624;0;0
1407;47;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;2;3;4.2563005536211715;0;0
1408;42;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4.189238255803026;0;0
1409;334;49;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;4;1;0;0;1;0;0;4;1;4.791157583002052;1;0
1410;38;6;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;1;4.056237710413473;0;0
1411;62;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;5;1;4.678493343777184;0;0
1412;59;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.204074194452392;1;0
1413;49;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;3.9638148851441657;0;0
1414;71;13;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;3;4;4.4065834801686545;0;0
1415;40;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;3.9893538721671997;0;0
1416;35;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;4.329283016944965;0;0
1417;59;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;2;3;4.192972126112502;0;0
1418;93;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;6;3;4.6891333435203695;1;0
1419;35;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1;4.593429088311723;0;0
1420;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0
1421;185;27;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;6;6;0;0;0;0;0;4;6;4.688820154642871;1;0
1422;109;16;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;4;3;4.563333753854867;0;0
1423;98;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;3;2;4.873460262978111;1;0
1424;112;16;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0;0;4;3;4.453231315977997;0;0
1425;65;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.3879242598357235;1;0
1426;77;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;3;2;4.377212359867513;1;0
1427;143;18;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;6;3;0;0;0;0;0;6;3;5.135322522847944;1;0
1428;107;15;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;4;2;4.382957082435116;0;0
1429;72;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;3;3;4.4752962727153;0;0
1430;28;6;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;1;4.182005814760213;0;0
1431;41;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.198777004512548;0;0
1432;77;11;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;4;2;0;0;0;0;0;2;2;4.111523592926052;1;0
1433;41;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.12512944332587;0;0
1434;86;13;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;4;3;0;0;0;0;0;3;3;4.543933402446617;1;0
1435;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.169925001442312;0;0
1436;41;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;4.171474187957336;0;0
1437;59;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;2;2;4.081275677539909;1;0
1438;49;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.279486946865809;0;0
1439;57;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.188177628869049;1;0
1440;59;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.094070380966409;1;0
1441;44;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;3.549452072789394;0;0
1442;323;38;1;0;1;1;1;1;0;1;0;1;1;0;1;1;1;16;8;0;0;0;0;0;6;8;4.5164840146462115;1;0
1443;47;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;4;1;3.604303994668124;0;0
1444;117;15;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;4;2;4.347043513045085;0;0
1445;71;13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;8;4;0;0;0;0;0;1;4;4.254967893969741;1;0
1446;48;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.178508854797679;1;0
1447;52;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.166315919856142;1;0
1448;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.169925001442312;0;0
1449;53;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;2;3;4.510386020356014;0;0
1450;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.546593564294939;0;0
1451;300;46;1;0;1;0;1;1;0;0;0;0;1;1;1;0;1;10;5;0;0;1;0;0;6;5;4.726643424400921;1;0
1452;69;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;4;1;4.829326449437728;0;0
1453;34;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;4.432619826353562;0;0
1454;413;68;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;4;9;14;1;0;0;0;3;9;5.259237920373786;1;0
1455;37;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.229327351940021;0;0
1456;39;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;1;2;4.079772731460867;1;0
1457;33;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.135303210267545;0;0
1458;62;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.056377714858681;0;0
1459;50;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;3;4.4083674395583765;0;0
1460;183;26;1;0;1;1;0;1;0;0;1;1;0;0;1;1;1;6;6;0;0;0;0;0;4;6;4.7722630974973175;1;0
1461;26;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;4.132944044980958;0;0
1462;50;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.35127238011291;0;0
1463;89;12;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;4;2;0;0;0;0;0;4;2;4.219307545848212;1;0
1464;60;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.0471604468506195;0;0
1465;81;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;0;0;5;1;4.835866794452508;0;0
1466;119;16;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0;0;4;3;4.50476119706358;0;0
1467;45;6;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;2;1;4.233426641149882;0;0
1468;54;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.306020262209256;0;0
1469;36;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.048688113203415;0;0
1470;60;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;5;2;3.9867328984266144;1;0
1471;35;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.28614658824991;0;0
1472;97;13;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.560432945701265;1;0
1473;62;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.229843642312931;0;0
1474;101;15;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;4;2;4.307328409152137;0;0
1475;223;34;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;14;7;0;0;0;0;0;7;7;4.911672327121319;1;0
1476;34;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;4.432619826353562;0;0
1477;41;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.110736992940919;0;0
1478;111;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;7;2;4.304967490331969;1;0
1479;46;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.186044837897655;0;0
1480;91;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.410390818709851;1;0
1481;56;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;3;4.449513850319966;0;0
1482;53;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;2;3;4.409537379451366;0;0
1483;36;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.083274571476652;0;0
1484;50;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.256174630069641;0;0
1485;62;7;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.041802358285447;0;0
1486;61;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.2128031159322115;0;0
1487;110;15;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;2;0;0;0;0;0;4;2;4.438451846515029;1;0
1488;150;23;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;6;2;4.500557867604806;1;0
1489;186;29;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;3;0;0;0;0;0;4;3;4.728295691429427;1;0
1490;34;6;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;1;3.9542473996920795;0;0
1491;462;68;1;0;1;1;1;1;0;1;0;1;1;0;1;0;1;18;10;0;0;1;0;0;10;10;4.803382881776338;1;0
1492;36;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.141604167868593;0;0
1493;41;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;4.336227541668641;0;0
1494;43;6;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;3.9687988369565836;0;0
1495;38;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.221097250057957;0;0
1496;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3.3735572622751855;0;0
1497;93;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;6;3;4.646122590832197;1;0
1498;47;9;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;3;0;0;0;0;0;1;3;4.53811145783046;0;0
1499;45;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;1;3;4.519087818311513;0;0
1500;54;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.186905382477227;0;0
1501;160;20;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;4;2;0;0;0;0;0;4;2;4.468522867980323;1;0
1502;48;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.193902085446845;0;0
1503;66;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;3;4.462520967935605;0;0
1504;48;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;3;4.386842188131012;0;0
1505;32;6;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;1;4.155639062229566;0;0
1506;103;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1;0;0;4;2;5.1087967071442115;1;0
1507;37;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.371087149178845;0;0
1508;303;47;1;0;1;1;1;1;0;1;1;1;0;0;1;1;1;14;7;0;1;0;0;0;10;7;4.900386553138515;1;0
1509;51;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.1810948241093415;0;0
1510;44;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.24615711897243;0;0
1511;182;29;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;4;3;0;0;0;0;0;4;3;4.785979540624145;1;0
1512;61;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.163680781139593;1;0
1513;104;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.118963092053065;1;0
1514;39;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.057855988582063;0;0
1515;179;18;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;6;3;0;0;0;0;0;6;3;5.094536653158192;1;0
1516;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.321928094887362;0;0
1517;46;6;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;3.9935502080656256;0;0
1518;65;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.087773875153771;1;0
1519;268;40;0;0;1;1;1;1;0;0;0;1;1;1;1;1;1;8;2;0;0;1;0;0;6;2;5.076059712729565;1;0
1520;113;15;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;4;2;4.337563755990188;0;0
1521;312;37;1;0;1;0;1;1;0;1;0;0;0;0;1;1;1;18;9;0;0;0;0;0;5;9;4.671603670298512;1;0
1522;571;96;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;4;15;11;1;0;0;0;3;15;5.225530720548956;1;0
1523;95;12;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.36931271495557;1;0
1524;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.169925001442312;0;0
1525;39;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.179776180945229;0;0
1526;113;18;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;6;3;4.697651861617558;1;0
1527;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.584962500721156;0;0
1528;47;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.349712458420388;0;0
1529;39;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.057855988582063;0;0
1530;37;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.260279974311012;0;0
1531;135;18;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;6;3;0;0;0;0;0;6;3;4.742231338365024;1;0
1532;217;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2.684029874415209;0;0
1533;40;6;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;1;4.208694969562841;0;0
1534;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.121928094887362;0;0
1535;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0
1536;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.169925001442312;0;0
1537;46;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;4.203365087509174;0;0
1538;126;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;5;2;4.34852940588019;1;0
1539;103;15;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;4;2;4.328725918250808;0;0
1540;242;29;0;0;1;0;1;1;0;0;0;1;1;0;1;1;1;10;5;0;0;0;0;0;4;5;4.509657318028787;1;0
1541;93;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;6;3;4.6461225908321975;1;0
1542;65;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.314772144417823;1;0
1543;42;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.26804882875796;0;0
1544;56;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.264098057993851;0;0
1545;75;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;5;2;4.2273102379831515;1;0
1546;57;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;2;3;4.281949172166354;0;0
1547;971;142;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;32;18;0;0;0;0;0;22;18;4.873035183588315;1;0
1548;172;29;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;3;0;0;0;0;0;4;3;4.787894114249013;1;0
1549;64;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;3;4.453626767019875;0;0
1550;726;116;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;22;17;2;1;0;0;0;11;17;5.256386869373777;1;0
1551;46;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.221946673862942;0;0
1552;60;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.145380854413336;0;0
1553;188;19;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;4;2;0;0;0;0;0;6;2;4.411642530459007;1;0
1554;45;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.04475497457937;0;0
1555;63;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4.184029177676816;0;0
1556;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.321928094887362;0;0
1557;41;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.238666566058884;0;0
1558;48;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.3040470120677385;0;0
1559;40;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;2;1;4.293942707918268;0;0
1560;47;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;4;1;3.689410377646848;0;0
1561;60;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.232799396043944;0;0
1562;47;6;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;4.087871894878754;0;0
1563;57;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.128306514888774;1;0
1564;502;77;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;12;6;0;0;1;0;0;10;6;4.84492508478928;1;0
1565;53;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.326398285931238;0;0
1566;53;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.104976823789548;1;0
1567;39;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.057855988582063;0;0
1568;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.584962500721156;0;0
1569;50;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.187601311512056;0;0
1570;33;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.210764573772789;0;0
1571;32;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;4.179229296672174;0;0
1572;61;8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;2;2;4.102445740262386;1;0
1573;44;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;1;4.1691838928835026;0;0
1574;1618;255;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;46;39;11;1;1;0;0;28;39;5.4893181049714705;1;0
1575;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.584962500721156;0;0
1576;52;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3.6008767971846747;0;0
1577;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.584962500721156;0;0
1578;99;13;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.5785200698068955;1;0
1579;105;15;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;4;2;4.285525691414514;0;0
1580;80;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;4;2;4.317205639325548;1;0
